DIST_CODE,ASSESSMENT SUBJECT,DATA_CATEGORY_GROUP,DATA_CATEGORY,ECDS_REPORTED,BOTH_BOY_EOY_ASSESSED,MATCH_PROFICIENT_BOY,MATCH_PROFICIENT_EOY,ECDS_REPORTED_suppress,BOTH_BOY_EOY_ASSESSED_suppress,MATCH_PROFICIENT_BOY_suppress,MATCH_PROFICIENT_EOY_suppress,ECDS_REPORTED_noisy_pp,BOTH_BOY_EOY_ASSESSED_noisy_pp,MATCH_PROFICIENT_BOY_noisy_pp,MATCH_PROFICIENT_EOY_noisy_pp
015916,Language and Communication,Race/Ethnicity,Hispanic/Latino,683,550,252,376,683,550,252,376,683,550,251,376
015916,Language and Communication,Race/Ethnicity,Other,68,54,25,40,68,54,25,40,68,54,25,41
015916,Language and Communication,Race/Ethnicity,White,116,90,46,67,116,90,46,67,116,90,46,68
015916,Language and Communication,Homeless,Homeless,30,13,8,13,30,13,NA,13,29,11,8,11
015916,Language and Communication,In Foster Care,In Foster Care,18,6,4,6,18,NA,NA,NA,18,6,5,6
015916,Mathematics,Race/Ethnicity,Black or African American,267,196,162,167,267,196,162,167,267,196,162,168
015916,Mathematics,Race/Ethnicity,Hispanic/Latino,683,549,446,486,683,549,446,486,683,552,445,486
015916,Mathematics,Race/Ethnicity,Other,68,53,43,48,68,53,43,48,70,53,42,49
015916,Mathematics,Race/Ethnicity,White,116,92,83,82,116,92,83,82,115,91,82,82
015916,Mathematics,Homeless,Homeless,30,13,13,13,30,13,13,13,31,12,12,12
015916,Mathematics,In Foster Care,In Foster Care,18,6,6,6,18,NA,NA,NA,20,6,5,5
015917,Emergent Literacy Reading,Race/Ethnicity,Black or African American,12,5,2,3,NA,NA,NA,NA,12,5,2,4
015917,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,340,291,117,221,340,291,117,221,340,290,119,221
015917,Emergent Literacy Reading,Race/Ethnicity,Other,3,2,2,2,NA,NA,NA,NA,2,2,2,1
015917,Emergent Literacy Reading,Race/Ethnicity,White,21,19,10,13,21,19,10,13,21,21,8,13
015917,Emergent Literacy Reading,Homeless,Homeless,8,7,4,7,NA,NA,NA,NA,6,6,5,6
015917,Emergent Literacy Reading,In Foster Care,In Foster Care,8,6,1,2,NA,NA,NA,NA,9,5,3,2
015917,Emergent Literacy Writing,Race/Ethnicity,Black or African American,12,5,5,5,NA,NA,NA,NA,11,5,5,5
015917,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,340,289,249,250,340,289,249,250,338,289,248,251
015917,Emergent Literacy Writing,Race/Ethnicity,Other,6,6,6,6,NA,NA,NA,NA,6,6,6,4
015917,Emergent Literacy Writing,Race/Ethnicity,White,21,19,10,10,21,19,10,10,19,19,9,10
015917,Emergent Literacy Writing,Homeless,Homeless,8,7,7,7,NA,NA,NA,NA,7,7,7,7
015917,Emergent Literacy Writing,In Foster Care,In Foster Care,8,6,2,2,NA,NA,NA,NA,8,6,4,2
015917,Health and Wellness,Race/Ethnicity,Black or African American,12,6,3,6,NA,NA,NA,NA,11,7,2,6
015917,Health and Wellness,Race/Ethnicity,Hispanic/Latino,340,288,257,263,340,288,257,263,340,289,257,263
015917,Health and Wellness,Race/Ethnicity,Other,6,6,2,6,NA,NA,NA,NA,7,5,0,5
015917,Health and Wellness,Race/Ethnicity,White,21,19,19,9,21,19,19,NA,23,21,20,9
015917,Health and Wellness,Homeless,Homeless,8,6,6,6,NA,NA,NA,NA,7,5,5,5
015917,Health and Wellness,In Foster Care,In Foster Care,8,6,3,2,NA,NA,NA,NA,8,4,2,1
015917,Language and Communication,Race/Ethnicity,Black or African American,12,5,2,5,NA,NA,NA,NA,12,6,3,5
015917,Language and Communication,Race/Ethnicity,Hispanic/Latino,340,288,127,174,340,288,127,174,339,287,125,172
015917,Language and Communication,Race/Ethnicity,Other,4,4,1,4,NA,NA,NA,NA,4,4,1,4
015917,Language and Communication,Race/Ethnicity,White,21,18,9,8,21,18,NA,NA,23,18,11,9
015917,Language and Communication,Homeless,Homeless,8,7,4,5,NA,NA,NA,NA,10,6,3,6
015917,Language and Communication,In Foster Care,In Foster Care,8,6,1,2,NA,NA,NA,NA,7,7,0,2
015917,Mathematics,Race/Ethnicity,Black or African American,12,5,5,5,NA,NA,NA,NA,10,4,4,4
015917,Mathematics,Race/Ethnicity,Hispanic/Latino,340,283,212,251,340,283,212,251,342,283,213,250
015917,Mathematics,Race/Ethnicity,Other,5,5,5,5,NA,NA,NA,NA,6,5,5,3
015917,Mathematics,Race/Ethnicity,White,21,18,9,9,21,18,NA,NA,20,19,9,8
015917,Mathematics,Homeless,Homeless,8,7,7,7,NA,NA,NA,NA,9,6,6,6
015917,Mathematics,In Foster Care,In Foster Care,8,6,2,6,NA,NA,NA,NA,7,6,1,6
020901,Emergent Literacy Reading,Race/Ethnicity,Black or African American,202,156,95,137,202,156,95,137,203,154,95,137
020901,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,430,356,112,313,430,356,112,313,430,355,111,312
020901,Emergent Literacy Reading,Race/Ethnicity,Other,112,96,68,89,112,96,68,89,111,98,68,91
020901,Emergent Literacy Reading,Race/Ethnicity,White,113,87,44,81,113,87,44,81,114,88,44,81
020901,Emergent Literacy Reading,Homeless,Homeless,28,12,7,12,28,12,NA,12,28,13,8,11
020901,Emergent Literacy Reading,In Foster Care,In Foster Care,30,11,2,2,30,11,NA,NA,31,12,3,3
020901,Emergent Literacy Writing,Race/Ethnicity,Black or African American,202,156,149,144,202,156,149,144,200,155,148,145
020901,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,430,357,334,333,430,357,334,333,430,357,333,331
020901,Emergent Literacy Writing,Race/Ethnicity,Other,112,96,92,96,112,96,92,96,111,95,92,95
020901,Emergent Literacy Writing,Race/Ethnicity,White,113,87,80,76,113,87,80,76,113,86,80,78
020901,Emergent Literacy Writing,Homeless,Homeless,28,12,12,12,28,12,12,12,26,11,11,11
020901,Emergent Literacy Writing,In Foster Care,In Foster Care,30,11,3,3,30,11,NA,NA,30,11,4,1
020901,Health and Wellness,Race/Ethnicity,Black or African American,202,148,148,137,202,148,148,137,202,147,147,136
020901,Health and Wellness,Race/Ethnicity,Hispanic/Latino,430,349,344,319,430,349,344,319,431,349,345,320
020901,Health and Wellness,Race/Ethnicity,Other,112,85,85,78,112,85,85,78,112,83,83,77
020901,Health and Wellness,Race/Ethnicity,White,113,86,73,78,113,86,73,78,111,86,73,77
020901,Health and Wellness,Homeless,Homeless,28,12,12,12,28,12,12,12,27,11,11,11
020901,Health and Wellness,In Foster Care,In Foster Care,30,11,3,2,30,11,NA,NA,30,9,3,3
020901,Language and Communication,Race/Ethnicity,Black or African American,202,156,80,125,202,156,80,125,200,157,80,123
020901,Language and Communication,Race/Ethnicity,Hispanic/Latino,430,356,185,247,430,356,185,247,429,357,183,243
020901,Language and Communication,Race/Ethnicity,Other,112,96,57,75,112,96,57,75,111,96,59,77
020901,Language and Communication,Race/Ethnicity,White,113,87,58,70,113,87,58,70,113,86,57,70
020901,Language and Communication,Homeless,Homeless,28,12,7,12,28,12,NA,12,27,11,6,11
020901,Language and Communication,In Foster Care,In Foster Care,30,11,5,2,30,11,NA,NA,31,11,5,4
020901,Mathematics,Race/Ethnicity,Black or African American,202,156,141,147,202,156,141,147,203,155,141,148
020901,Mathematics,Race/Ethnicity,Hispanic/Latino,430,355,300,336,430,355,300,336,430,356,301,336
020901,Mathematics,Race/Ethnicity,Other,112,95,89,95,112,95,89,95,111,94,88,94
020901,Mathematics,Race/Ethnicity,White,113,87,72,77,113,87,72,77,112,90,73,79
020901,Mathematics,Homeless,Homeless,28,12,12,12,28,12,12,12,27,13,12,13
020901,Mathematics,In Foster Care,In Foster Care,30,11,3,3,30,11,NA,NA,30,11,2,2
020902,Emergent Literacy Reading,Race/Ethnicity,Black or African American,58,37,17,11,58,37,NA,NA,58,38,17,10
020902,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,176,141,53,34,176,141,53,34,176,142,54,31
020902,Emergent Literacy Reading,Race/Ethnicity,Other,21,15,4,4,21,15,NA,NA,22,14,4,3
020902,Emergent Literacy Reading,Race/Ethnicity,White,50,39,18,15,50,39,18,15,50,36,18,14
020902,Emergent Literacy Reading,Homeless,Homeless,12,6,2,2,12,NA,NA,NA,12,7,3,2
020902,Emergent Literacy Reading,In Foster Care,In Foster Care,2,1,0,0,NA,NA,NA,NA,2,2,0,0
020902,Emergent Literacy Writing,Race/Ethnicity,Black or African American,58,37,14,15,58,37,NA,NA,59,36,15,16
020902,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,176,141,32,20,176,141,32,20,176,140,32,19
020902,Emergent Literacy Writing,Race/Ethnicity,Other,21,15,5,6,21,15,NA,NA,22,15,4,6
020902,Emergent Literacy Writing,Race/Ethnicity,White,50,39,20,15,50,39,20,15,51,39,22,14
020902,Emergent Literacy Writing,Homeless,Homeless,12,6,2,2,12,NA,NA,NA,12,7,0,2
020902,Emergent Literacy Writing,In Foster Care,In Foster Care,2,1,0,0,NA,NA,NA,NA,1,1,1,0
020902,Health and Wellness,Race/Ethnicity,Black or African American,58,37,25,17,58,37,NA,NA,60,36,25,17
020902,Health and Wellness,Race/Ethnicity,Hispanic/Latino,176,141,88,55,176,141,88,55,175,141,88,56
020902,Health and Wellness,Race/Ethnicity,Other,21,15,8,6,21,15,NA,NA,21,13,7,7
020902,Health and Wellness,Race/Ethnicity,White,50,39,27,22,50,39,27,22,49,40,26,21
020902,Health and Wellness,Homeless,Homeless,12,6,4,3,12,NA,NA,NA,14,6,6,2
020902,Health and Wellness,In Foster Care,In Foster Care,2,1,1,0,NA,NA,NA,NA,3,3,1,0
020902,Language and Communication,Race/Ethnicity,Black or African American,58,37,26,31,58,37,NA,31,58,36,27,29
020902,Language and Communication,Race/Ethnicity,Hispanic/Latino,176,141,73,110,176,141,73,110,177,141,75,110
020902,Language and Communication,Race/Ethnicity,Other,21,15,5,10,21,15,NA,10,22,14,5,11
020902,Language and Communication,Race/Ethnicity,White,50,39,26,32,50,39,26,32,51,38,26,32
020902,Language and Communication,Homeless,Homeless,12,6,4,6,12,NA,NA,NA,13,3,3,3
020902,Language and Communication,In Foster Care,In Foster Care,2,1,1,1,NA,NA,NA,NA,2,1,0,1
020902,Mathematics,Race/Ethnicity,Black or African American,58,37,25,10,58,37,25,NA,60,37,24,10
020902,Mathematics,Race/Ethnicity,Hispanic/Latino,176,141,75,32,176,141,75,32,175,141,76,32
020902,Mathematics,Race/Ethnicity,Other,21,15,9,3,21,15,NA,NA,21,16,10,2
020902,Mathematics,Race/Ethnicity,White,50,39,22,10,50,39,NA,10,52,39,24,10
020902,Mathematics,Homeless,Homeless,12,6,4,2,12,NA,NA,NA,13,5,4,1
020902,Mathematics,In Foster Care,In Foster Care,2,1,1,0,NA,NA,NA,NA,2,2,2,0
020908,Emergent Literacy Reading,Race/Ethnicity,Black or African American,91,66,47,56,91,66,47,56,89,66,46,54
020908,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,236,206,88,167,236,206,88,167,236,207,90,170
020908,Emergent Literacy Reading,Race/Ethnicity,Other,92,79,58,73,92,79,58,73,92,78,58,73
020908,Emergent Literacy Reading,Race/Ethnicity,White,76,64,38,51,76,64,38,51,75,63,39,51
020908,Emergent Literacy Reading,Homeless,Homeless,15,9,6,9,15,NA,NA,NA,16,10,7,10
020908,Emergent Literacy Reading,In Foster Care,In Foster Care,8,2,1,1,NA,NA,NA,NA,7,3,0,1
020908,Emergent Literacy Writing,Race/Ethnicity,Black or African American,91,66,66,57,91,66,66,57,91,66,66,56
020908,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,236,206,182,171,236,206,182,171,235,207,183,171
020908,Emergent Literacy Writing,Race/Ethnicity,Other,92,76,48,70,92,76,48,70,91,77,50,69
020908,Emergent Literacy Writing,Race/Ethnicity,White,76,63,57,52,76,63,57,52,76,62,58,54
020908,Emergent Literacy Writing,Homeless,Homeless,15,9,9,9,15,NA,NA,NA,16,7,7,7
020908,Emergent Literacy Writing,In Foster Care,In Foster Care,8,2,2,1,NA,NA,NA,NA,7,2,2,1
020908,Health and Wellness,Race/Ethnicity,Black or African American,91,66,66,56,91,66,66,56,90,65,65,56
020908,Health and Wellness,Race/Ethnicity,Hispanic/Latino,236,206,206,184,236,206,206,184,237,206,206,184
020908,Health and Wellness,Race/Ethnicity,Other,92,75,75,67,92,75,75,67,92,76,75,68
020908,Health and Wellness,Race/Ethnicity,White,76,64,31,48,76,64,31,48,73,64,30,47
020908,Health and Wellness,Homeless,Homeless,15,9,9,9,15,NA,NA,NA,15,9,9,9
020908,Health and Wellness,In Foster Care,In Foster Care,8,2,2,1,NA,NA,NA,NA,9,1,1,1
020908,Language and Communication,Race/Ethnicity,Black or African American,91,66,40,44,91,66,40,44,89,64,40,42
020908,Language and Communication,Race/Ethnicity,Hispanic/Latino,236,207,96,136,236,207,96,136,238,208,96,135
020908,Language and Communication,Race/Ethnicity,Other,92,79,32,46,92,79,32,46,93,80,31,46
020908,Language and Communication,Race/Ethnicity,White,76,64,41,42,76,64,41,42,76,65,42,42
020908,Language and Communication,Homeless,Homeless,15,9,6,8,15,NA,NA,NA,14,8,4,8
020908,Language and Communication,In Foster Care,In Foster Care,8,2,1,1,NA,NA,NA,NA,10,2,2,1
020908,Mathematics,Race/Ethnicity,Black or African American,91,65,65,65,91,65,65,65,91,65,64,64
020908,Mathematics,Race/Ethnicity,Hispanic/Latino,236,205,188,182,236,205,188,182,236,206,188,181
020908,Mathematics,Race/Ethnicity,Other,92,79,47,48,92,79,47,48,92,79,47,48
020908,Mathematics,Race/Ethnicity,White,76,64,57,58,76,64,57,58,76,65,56,59
020908,Mathematics,Homeless,Homeless,15,9,9,9,15,NA,NA,NA,15,10,8,10
020908,Mathematics,In Foster Care,In Foster Care,8,2,2,1,NA,NA,NA,NA,8,2,1,0
021902,Emergent Literacy Reading,Race/Ethnicity,Black or African American,161,123,30,71,161,123,NA,71,163,124,29,71
021902,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,505,447,95,338,505,447,95,338,506,447,95,338
021902,Emergent Literacy Reading,Race/Ethnicity,Other,32,23,9,16,32,23,NA,16,33,22,9,17
021902,Emergent Literacy Reading,Race/Ethnicity,White,96,83,36,61,96,83,36,61,95,83,34,63
021902,Emergent Literacy Reading,Homeless,Homeless,21,12,3,6,21,12,NA,NA,20,13,3,6
021902,Emergent Literacy Reading,In Foster Care,In Foster Care,11,6,1,3,11,NA,NA,NA,11,6,1,2
021902,Emergent Literacy Writing,Race/Ethnicity,Black or African American,161,126,93,106,161,126,93,106,162,127,95,107
021902,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,505,447,384,358,505,447,384,358,505,449,384,358
021902,Emergent Literacy Writing,Race/Ethnicity,Other,32,24,20,23,32,24,20,23,32,25,21,24
021902,Emergent Literacy Writing,Race/Ethnicity,White,96,83,74,76,96,83,74,76,97,84,72,75
021902,Emergent Literacy Writing,Homeless,Homeless,21,12,12,12,21,12,12,12,20,11,11,11
021902,Emergent Literacy Writing,In Foster Care,In Foster Care,11,7,7,4,11,NA,NA,NA,11,7,7,5
021902,Health and Wellness,Race/Ethnicity,Black or African American,161,126,105,99,161,126,105,99,162,127,105,99
021902,Health and Wellness,Race/Ethnicity,Hispanic/Latino,505,447,437,410,505,447,437,410,505,448,437,411
021902,Health and Wellness,Race/Ethnicity,Other,32,23,21,15,32,23,21,15,33,23,21,15
021902,Health and Wellness,Race/Ethnicity,White,96,83,83,83,96,83,83,83,95,84,83,83
021902,Health and Wellness,Homeless,Homeless,21,12,12,6,21,12,12,NA,20,12,11,6
021902,Health and Wellness,In Foster Care,In Foster Care,11,7,7,4,11,NA,NA,NA,13,6,6,4
021902,Language and Communication,Race/Ethnicity,Black or African American,161,123,35,60,161,123,35,60,162,124,33,58
021902,Language and Communication,Race/Ethnicity,Hispanic/Latino,505,447,215,248,505,447,215,248,504,447,215,249
021902,Language and Communication,Race/Ethnicity,Other,32,23,13,16,32,23,13,16,31,22,13,15
021902,Language and Communication,Race/Ethnicity,White,96,83,56,64,96,83,56,64,96,83,57,65
021902,Language and Communication,Homeless,Homeless,21,12,6,6,21,12,NA,NA,20,12,6,5
021902,Language and Communication,In Foster Care,In Foster Care,11,6,2,3,11,NA,NA,NA,12,5,1,3
021902,Mathematics,Race/Ethnicity,Black or African American,161,124,79,99,161,124,79,99,163,124,79,99
021902,Mathematics,Race/Ethnicity,Hispanic/Latino,505,448,265,375,505,448,265,375,504,450,265,379
021902,Mathematics,Race/Ethnicity,Other,32,23,19,15,32,23,19,15,31,23,19,13
021902,Mathematics,Race/Ethnicity,White,96,83,74,83,96,83,74,83,97,85,73,84
021902,Mathematics,Homeless,Homeless,21,12,6,12,21,12,NA,12,21,13,6,10
021902,Mathematics,In Foster Care,In Foster Care,11,6,3,4,11,NA,NA,NA,10,6,2,6
031903,Emergent Literacy Reading,Race/Ethnicity,Black or African American,5,3,1,3,NA,NA,NA,NA,4,3,0,3
031903,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,920,768,398,685,920,768,398,685,919,767,399,685
031903,Emergent Literacy Reading,Race/Ethnicity,Other,5,5,3,3,NA,NA,NA,NA,5,5,5,2
031903,Emergent Literacy Reading,Race/Ethnicity,White,30,27,12,20,30,27,12,20,30,27,13,20
031903,Emergent Literacy Reading,Homeless,Homeless,19,12,5,10,19,12,NA,10,20,12,3,9
031903,Emergent Literacy Reading,In Foster Care,In Foster Care,9,1,1,1,NA,NA,NA,NA,8,1,1,0
031903,Emergent Literacy Writing,Race/Ethnicity,Black or African American,5,5,5,5,NA,NA,NA,NA,5,5,5,5
031903,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,920,755,671,695,920,755,671,695,920,755,672,695
031903,Emergent Literacy Writing,Race/Ethnicity,Other,5,5,3,3,NA,NA,NA,NA,5,5,1,3
031903,Emergent Literacy Writing,Race/Ethnicity,White,30,27,24,21,30,27,24,21,29,27,24,20
031903,Emergent Literacy Writing,Homeless,Homeless,19,11,11,10,19,11,11,10,20,11,11,11
031903,Emergent Literacy Writing,In Foster Care,In Foster Care,9,5,5,5,NA,NA,NA,NA,8,6,5,5
031903,Health and Wellness,Race/Ethnicity,Black or African American,5,5,5,2,NA,NA,NA,NA,6,4,4,1
031903,Health and Wellness,Race/Ethnicity,Hispanic/Latino,920,755,693,681,920,755,693,681,921,754,692,679
031903,Health and Wellness,Race/Ethnicity,Other,6,6,3,6,NA,NA,NA,NA,5,5,3,5
031903,Health and Wellness,Race/Ethnicity,White,30,27,24,22,30,27,24,22,31,27,25,22
031903,Health and Wellness,Homeless,Homeless,19,11,11,9,19,11,11,NA,18,11,11,9
031903,Health and Wellness,In Foster Care,In Foster Care,9,5,1,5,NA,NA,NA,NA,10,3,2,3
031903,Language and Communication,Race/Ethnicity,Black or African American,5,2,1,1,NA,NA,NA,NA,5,5,1,2
031903,Language and Communication,Race/Ethnicity,Hispanic/Latino,920,768,402,603,920,768,402,603,919,768,404,604
031903,Language and Communication,Race/Ethnicity,Other,5,5,2,2,NA,NA,NA,NA,5,5,3,1
031903,Language and Communication,Race/Ethnicity,White,30,27,18,21,30,27,18,21,29,28,18,21
031903,Language and Communication,Homeless,Homeless,19,12,5,7,19,12,NA,NA,20,13,6,7
031903,Language and Communication,In Foster Care,In Foster Care,9,1,1,1,NA,NA,NA,NA,9,1,0,1
031903,Mathematics,Race/Ethnicity,Black or African American,5,5,3,5,NA,NA,NA,NA,4,4,3,4
031903,Mathematics,Race/Ethnicity,Hispanic/Latino,920,769,652,727,920,769,652,727,920,770,652,727
031903,Mathematics,Race/Ethnicity,Other,5,4,2,3,NA,NA,NA,NA,6,3,2,1
031903,Mathematics,Race/Ethnicity,White,30,26,20,20,30,26,20,20,31,26,20,21
031903,Mathematics,Homeless,Homeless,19,12,10,11,19,12,10,11,17,11,10,10
031903,Mathematics,In Foster Care,In Foster Care,9,5,1,5,NA,NA,NA,NA,9,6,1,4
037904,Emergent Literacy Reading,Race/Ethnicity,Black or African American,44,39,13,21,44,39,13,21,44,37,13,21
037904,Emergent Literacy Reading,Race/Ethnicity,Hispanic/Latino,150,136,34,111,150,136,34,111,151,135,36,111
037904,Emergent Literacy Reading,Race/Ethnicity,Other,17,14,4,9,17,14,NA,NA,15,15,5,9
037904,Emergent Literacy Reading,Race/Ethnicity,White,34,30,7,20,34,30,NA,NA,35,29,7,21
037904,Emergent Literacy Reading,Homeless,Homeless,19,13,6,4,19,13,NA,NA,21,13,6,3
037904,Emergent Literacy Reading,In Foster Care,In Foster Care,5,2,1,2,NA,NA,NA,NA,5,2,1,2
037904,Emergent Literacy Writing,Race/Ethnicity,Black or African American,44,28,16,21,44,28,16,21,44,29,17,22
037904,Emergent Literacy Writing,Race/Ethnicity,Hispanic/Latino,150,45,32,39,150,45,32,39,149,47,33,36
037904,Emergent Literacy Writing,Race/Ethnicity,Other,17,10,6,3,17,10,NA,NA,17,9,9,2
037904,Emergent Literacy Writing,Race/Ethnicity,White,34,14,14,14,34,14,NA,NA,34,14,14,14
037904,Emergent Literacy Writing,Homeless,Homeless,19,10,3,2,19,10,NA,NA,20,10,0,3
037904,Emergent Literacy Writing,In Foster Care,In Foster Care,5,1,1,1,NA,NA,NA,NA,5,2,2,0
037904,Health and Wellness,Race/Ethnicity,Black or African American,44,31,31,20,44,31,31,NA,42,32,32,19
037904,Health and Wellness,Race/Ethnicity,Hispanic/Latino,150,53,53,42,150,53,53,42,150,54,52,45
037904,Health and Wellness,Race/Ethnicity,Other,17,12,12,7,17,12,12,NA,16,11,11,8
037904,Health and Wellness,Race/Ethnicity,White,34,20,20,20,34,20,20,20,36,17,17,17
037904,Health and Wellness,Homeless,Homeless,19,11,11,3,19,11,11,NA,20,12,12,3
037904,Health and Wellness,In Foster Care,In Foster Care,5,1,1,1,NA,NA,NA,NA,3,1,0,0
037904,Language and Communication,Race/Ethnicity,Black or African American,44,39,33,20,44,39,33,NA,45,39,32,21
037904,Language and Communication,Race/Ethnicity,Hispanic/Latino,150,137,96,98,150,137,96,98,151,136,95,99
037904,Language and Communication,Race/Ethnicity,Other,17,14,5,8,17,14,NA,NA,16,14,6,9
037904,Language and Communication,Race/Ethnicity,White,34,30,30,30,34,30,NA,30,33,30,30,29
037904,Language and Communication,Homeless,Homeless,19,13,5,5,19,13,NA,NA,19,14,3,4
037904,Language and Communication,In Foster Care,In Foster Care,5,2,2,2,NA,NA,NA,NA,3,1,1,1
037904,Mathematics,Race/Ethnicity,Black or African American,44,36,28,30,44,36,28,30,44,36,30,29
